doc_id,context,question,ratings,hypo_answers
tennis,"The precursor to tennis was the “jeu de paume,” or “game of the hand,” which originated in France in the 11th century. It was played in a monastery courtyard and involved using one's palm to hit a ball against walls and sloping roofs. Tennis, as we know it today, was developed in 19th-century England. As the sport’s soaring popularity overtook that of croquet, the All England Croquet Club decided to allow its lawns to be used for tennis. Several national federations were set up throughout the world during the 19th century, culminating in the birth of the International Lawn Tennis Federation—now known as the International Tennis Federation—in 1913.",What was the precursor to modern tennis and where did it originate?,5,"The precursor to modern tennis was real tennis, also known as royal tennis or court tennis. It originated in France in the 12th century."
tennis,"Brief Overview of the Rules

Olympic tennis consists of events in men’s and women’s singles, and men’s, women’s and mixed doubles. Singles matches are played to the best of three sets with a standard tie-break in every set, including the final set.",How many sets are singles matches played to in Olympic tennis?,5,Singles matches in Olympic tennis are played to the best of three sets.
tennis,"Olympic History

Tennis has been contested in sporadic fashion throughout Olympic Games history. It first featured at the first modern Olympiad in Athens in 1896, but was withdrawn from the programme after the 1924 Olympic Games due to disputes between the International Lawn Tennis Federation and the International Olympic Committee over how to define amateur players. Despite a return as a demonstration event at Mexico 1968 and Los Angeles 1984, tennis did not make a definitive comeback as a full medal sport at the Olympic Games before Seoul 1988. Since then, some of the world’s greatest tennis players have competed at each edition of the Games. In recent years, the gold medal has been taken home by several superstars, including Rafael Nadal, Olympic champion in the singles event in 2008 and doubles in 2016; Stan Wawrinka and Roger Federer, Olympic doubles champions in 2008; and Serena and Venus Williams, who have won eight Olympic titles between them.",When did tennis make a definitive comeback as a full medal sport at the Olympic Games?,4,Tennis made a definitive comeback as a full medal sport at the Olympic Games in 1988 at the Seoul Olympics.
canoeslalom,"For centuries, canoes were used as a means of transport (as well as a useful tool for hunting and fishing) in North America, Siberia, and Greenland. The sport of canoe slalom was modelled from ski slalom and began in Switzerland in 1932. The first contests were performed on flat water, but were later switched to whitewater rapids.",What inspired the creation of the sport of canoe slalom in Switzerland in 1932?,5,"The inspiration for the creation of canoe slalom in Switzerland in 1932 was likely a combination of the country's natural landscapes, particularly the fast-flowing rivers and mountainous terrain that provided ideal conditions for the sport, as well as the existing popularity of canoeing and kayaking as recreational activities. Additionally, the desire to add variety and excitement to traditional paddling sports could have also played a role in the development of canoe slalom."
canoeslalom,"Brief Overview of the Rules

Both canoe and kayak races feature on the Olympic Games programme, each with its own specific rules. Canoeists kneel in the boat and use a single-blade paddle on one side at a time, whereas kayakers are seated and use a double-bladed paddle.

Slalom races take place on an artificial white-water course. Competitors have to navigate boats through a course of gates (18 to 25) in the fastest time possible, taking care not to incur penalties for missing or touching gates. These races put athletes’ concentration, reactions and technique to the test.

Paris 2024 will see the Olympic debut of kayak cross: a combination of all of canoeing’s whitewater disciplines, contested by four competitors simultaneously.",What is the key difference between canoe and kayak races in terms of paddle usage?,5,"In canoe races, paddlers typically use single-bladed paddles, while in kayak races, paddlers generally use double-bladed paddles."
canoeslalom,"Olympic History

Canoe slalom made its debut at the 1972 Olympic Games in Munich and became a permanent Olympic fixture at the 1992 Games in Barcelona. Athletes from European nations have achieved enormous success in the sport at the Games, winning roughly 90 per cent of all canoe slalom medals.",When did canoe slalom become a permanent Olympic event?,5,"Canoe slalom became a permanent Olympic event in the 1992 Summer Olympics held in Barcelona, Spain."
cyclingtrack,"The first bicycles were invented in the 1850s and looked quite different to the bikes we know today. But it wasn’t until the 1870s that the first competitions for cycling indoors on wooden tracks were staged, with the first six‑day race taking place in London in 1878. Track cycling quickly grew in popularity and continued to develop with the creation of the International Cycling Association in 1892 and the organisation of the first world championships in Chicago in 1893.",When and where were the first world championships for track cycling held?,4,"The first world championships for track cycling were held in 1893 in Chicago, United States."
cyclingtrack,"Brief Overview of the Rules

Track cycling takes place in a 250m bowl-shaped arena known as a velodrome, with events in different race formats for individuals and teams. Track bicycles differ from road bicycles in that they are fixed gear and do not have brakes.

Several types of races take place on the track, each with their own specific rules and techniques. Some rely more heavily on tactics, while others favour strength and power; for example, the effort needed to complete a lap in the individual sprint is quite different than that which is required for the 25km group omnium race.",What is the main difference between track bicycles and road bicycles?,4,"The main difference between track bicycles and road bicycles is that track bicycles typically have a fixed gear (no freewheel) and no brakes, whereas road bicycles have multiple gears and typically have brakes for safety."
cyclingtrack,"Olympic History

A long-standing Olympic discipline, track cycling has appeared at every edition of the modern Olympic Games with the exception of the 1912 Games in Stockholm. Women first competed in track events at the Seoul 1988 Olympic Games.

Throughout the sport’s 120‑year Olympic history, European nations—particularly Great Britain, France, the Netherlands, and Italy—have taken the majority of medals on offer at the Games.",In what year did women first compete in track events at the Olympic Games?,5,Women first competed in track events at the Olympic Games in 1928.
athletics,"Contested at the very first ancient Olympic Games, athletics is one of the oldest sports on record, with the names of champions documented from as far back as 776 BC. The ancient Olympic Games included events like the pentathlon, which consisted of a running race, long jump, discus throw, javelin throw, and wrestling. The first meets in modern times that can be likened to the athletics competitions we know today took place in 1840 in Shropshire, England. Other such championships began to thrive and spread in the 1880s, particularly in England, the USA, and Europe. In 1912, the international federation that oversees international athletics competitions—the IAAF (now known as World Athletics)—was established.",What are some of the events that were included in the ancient Olympic Games athletics competitions?,5,"Some of the events included in the ancient Olympic Games athletics competitions were stadion (a short sprint of about 200 meters), diaulos (a double stadion race), hoplitodromos (a run in armor), dolichos (a long-distance race), boxing, wrestling, pankration (a combination of boxing and wrestling), chariot racing, horse racing, and the pentathlon (a combination of five events: discus throw, javelin throw, long jump, stadion race, and wrestling)."
athletics,"Brief Overview of the Rules

Modern athletics is composed of various running, jumping, throwing, walking, and combined events. Due to its many categories and disciplines, athletics involves the most participants in a single sport at the Olympic Games.

The track programme includes sprints, middle-distance and long-distance events as well as hurdles, steeplechase races, and relays for men and women. These events take place on the 400m oval track in the Olympic stadium (made up of two straights and two curved bends).

Two kinds of events are held on public roads —the marathon and race walking—which are both incredibly demanding and highly tactical, often leading to a variety of strategies with athletes sometimes even working together to defeat a rival. Spectators line the route to watch and cheer the athletes on.

The Olympic programme also includes two combined events—the seven-event women’s heptathlon and the ten-event men’s decathlon—both of which are contested over two days. Both competitions test athletes’ abilities across a range of athletic disciplines, with the most well-rounded competitor earning the gold medal. The disciplines are contested on, within, and around the track in the Olympic stadium, in the jumping area (high jump and pole vault), the jumping pit (long jump and triple jump), the throwing circle (shot put, discus and hammer throw), and the javelin runway. Athletes compete one after another, and the event includes a qualifying stage during which the best athletes secure their place in the final.",What are the two combined events in athletics that are contested over two days at the Olympic Games?,5,The two combined events in athletics that are contested over two days at the Olympic Games are the men's decathlon and the women's heptathlon.
athletics,"Olympic History

It was a logical choice to include athletics at the inaugural Games of the modern Olympics held in 1896 in Athens, Greece. Its age-old position in the Olympic programme makes athletics the crown jewel of the Summer Games. The men’s events have remained unchanged since the 1932 Los Angeles Games, save for the addition of the 20km race walk at the 1956 Melbourne Games. Women’s events appeared for the first time at the 1928 Olympic Games in Amsterdam. The women's competition only had 17 events until 1992, but with the incorporation of the 3000m steeplechase in 2008, female athletes now compete in the same number of events as their male counterparts.

The 1960s saw a boom in athletics in developing countries, with the sport’s reach extending across the entire world. At the Beijing 2008 Olympic Games, athletes from 62 countries competed in the finals.",When did women's events first appear in the Olympic Games?,5,"Women's events first appeared in the Olympic Games in 1900 during the second modern Olympics held in Paris, France."
weightlifting,"Weightlifting—often known as Olympic weightlifting—has been around for thousands of years, yet the objective remains the same: the athlete who lifts the most weight wins. Evidence of the sport dates to ancient Egypt and Greece, where people lifted heavy stones in contests of strength. Weightlifting re-emerged in the 19th century, when the first World Weightlifting Championships were held in 1891.",When were the first World Weightlifting Championships held?,5,The first World Weightlifting Championships were held in 1891.
weightlifting,"Brief Overview of the Rules

The Olympic weightlifting programme has greatly evolved over time. Since the Montreal 1976 Games, there have been two lifts used in competition: the snatch and the clean and jerk. In the snatch, the bar is lifted from the floor to above the head in one movement. By contrast, the clean and jerk is a two-stage action: the bar is first brought up to the shoulders before being jerked over the head. These extremely demanding exercises require exceptional physical strength and ironclad mental resolve.

Today, competitors perform both lifts three times, and their best result in each lift are combined to determine their overall score. The competitor with the highest total score is declared the winner. Men and women will each compete across five weight classes for the Paris 2024 Olympic Games.",What are the two lifts used in Olympic weightlifting competition since the Montreal 1976 Games?,5,The two lifts used in Olympic weightlifting competition since the Montreal 1976 Games are the snatch and the clean and jerk.
weightlifting,"Olympic History

Weightlifting featured at the first modern Olympic Games held in Athens in 1896. Excluded from the Olympic programme for a few editions of the Games (1900, 1908 and 1912), weightlifting was reintroduced in 1920 at the Antwerp Games and has been included ever since. A women’s competition was first held at the Sydney 2000 Games.

At the beginning of the 20th century, European National Olympic Committees (NOCs) – particularly Germany, Austria and France – dominated weightlifting. From the 1950s onwards, Soviet athletes topped the podium until the 1990s, when athletes representing the People’s Republic of China, Türkiye, Greece and the Islamic Republic of Iran began to claim the majority of medals on offer. China has been dominating women’s weightlifting since it was introduced as an official Olympic sport in 2000.",Which country dominated weightlifting in the early 20th century at the Olympic Games?,4,The Soviet Union
baseballsoftball,Baseball and softball are two related ball sports played between two teams on a diamond-shaped field.,What is the shape of the field used for both baseball and softball?,5,The shape of the field used for both baseball and softball is a diamond.
baseballsoftball,"What's the difference between Baseball and Softball?

While there are world championships for both men and women in both sports, at the Olympic level baseball has been a men's-only sport while softball has been a women's-only sport. There are differences in the number of players on each team between the two sports, the size of the field, and in some rules.

Softball pitchers are also required to throw underhand, and most pitchers throw using the windmill pitch style, where the ball is thrown after rotating in a large circle. In softball, top female pitchers can reach speeds of over 100km/h. That speed fits with the fast-paced nature of the game. Since the bases aren’t as far apart, there is a shorter pitching distance. The game is also shorter in duration to baseball, with only seven innings compared to baseball’s nine.",What is the typical pitching style and speed of softball pitchers compared to baseball pitchers?,5,"Softball pitchers typically throw underhand at speeds ranging from 55-70 mph, while baseball pitchers typically throw overhand at speeds ranging from 75-100+ mph."
baseballsoftball,"By whom, where and when was Baseball/Softball invented?

The earliest record of the game of ""baseball"" being played was in Surrey, England, in 1749. The sport made it to the United States by the 1770s, and the first organised professional league—the National Association of Professional Base Ball Players—was founded in 1875. Baseball is considered ""America's past-time"".

Softball was first imagined as “indoor baseball” in 1887 in Chicago, Illinois, by reporter George Hancock after watching someone hit a boxing glove with a broom handle. He went on to publish rules for the game and later took it outside, playing on fields too small for baseball. While the rules remained vague, interest in the game grew, and more than 100 area high school teams were formed by 1892.

In 1895, firefighters in Minneapolis, Minnesota, played a similar game named “kitten ball” using a ball of yarn wrapped in leather. In 1907, a guide for indoor baseball published by Albert Spalding allowed for game flexibility with two constants: a larger ball than baseball as well as underhand pitching. In 1926, Walter Hakanson proposed unifying the disparate versions of the game into one, under a single name: Softball.","By whom, where and when was the game of baseball first played?",2,"The game of baseball was first played by Americans in the mid-19th century, most likely in New York City around the 1840s. It is believed to have been an evolution of earlier bat-and-ball games played in England. The first organized baseball game is said to have taken place in Hoboken, New Jersey on June 19, 1846."
baseballsoftball,"What are the rules of Baseball/Softball?

Two teams of nine players aim to score the most runs by striking a ball and running round a sequence of bases to reach the home plate.

The teams rotate between batting and fielding, with each session called an inning, and switch when the fielding team gets three opposition players out.

The pitcher throws the ball from a mound toward the catcher which the batter attempts to hit and get around the bases to the home plate.

Softball is similar but features 9 or 10 players per team, depending on the style being played. The basic rules are the same.",How many players are on a typical baseball team?,2,"There are typically 9 players on the field at once for a baseball team: pitcher, catcher, first baseman, second baseman, third baseman, shortstop, and three outfielders. In addition, teams usually have several players on the bench as substitutes. So, a typical baseball team can have a total of around 25 players on its roster."
baseballsoftball,"How long is a Baseball/Softball game?

A baseball game lasts for nine innings, while softball lasts for seven innings. There are three outs per half-inning (teams rotate batting and fielding each half-inning). Tied games may be left as ties or be played until a winner is found, known as extra innings.

Baseball/Softball and the Olympics
Baseball featured several times on the Olympic programme as a demonstration sport before being included as a medal event at the Olympic Games Barcelona 1992.

Cuba won the gold medal on the sport’s competitive debut and three times in total before it was removed from the programme following the Olympic Games Beijing 2008.

Softball was introduced at the Olympic Games Atlanta 1996 as a women-only medal sport, with the United States winning the sport’s inaugural gold medal. They won the subsequent two titles and enjoyed a 22-game winning streak from September 2000 before they were beaten by Japan in the final in 2008.

Originally considered separate sports at the Olympics, baseball softball made its return as a combined sport with two distinct events (men's baseball and women's softball) at the Olympic Games Tokyo 2020, where hosts Japan won both gold medals.",How many innings are typically played in a softball game?,4,There are typically seven innings played in a softball game.
baseballsoftball,"Best Baseball/Softball players to watch

Japan's Ohtani Shohei is one of the world's biggest baseball stars, as he is what is known as a ""two-way"" player—someone who both hits and pitches extremely well. In softball, Team USA's Ally Carda is one to watch.","Who is known as a ""two-way"" player in baseball and is considered one of the world's biggest baseball stars?",4,Shohei Ohtani
flagfootball,"Flag football is a variant of American football (or gridiron) where the aim is to advance up the pitch via a series of offensive plays into the opposition’s defensive endzone.

It is a no-contact sport with 'tackles' made by removing one of three fabric 'flags' attached to the ball-carrier’s waist - one on each side and another at the back.",How are tackles made in flag football?,5,"In flag football, tackles are made by pulling the flag off the ball carrier's belt or waist."
flagfootball,"By whom, where and when was Flag Football invented?

Flag football started out as a means of recreation for American soldiers during World War II who then brought the game back home with them. Fort Meade in Maryland is said to have hosted the first games of flag football.

It was originally called ‘Touch and Tail football’ before the name ‘flag football’ was adopted after the war.

The National Touch Football League was founded in the 1960s in St. Louis, Missouri.",Where did flag football originate for American soldiers during World War II?,4,Flag football originated for American soldiers during World War II on military bases in the United States.
flagfootball,"What are the rules of Flag Football?

There are five players on each team on the field drawn from 12-person squads. Players tend to specialise in either offence or defence and matches consist of two 20-minute halves.

A flag football pitch measures 70 x 30 yards (64m x 27.4m) with 10 yards (9.1m) allotted to each of the two endzones.

Play starts at the team's own five-yard line with the centre snapping the ball back to the quarterback who either passes the ball forward to try and find a receiver, or hands off to a running back.

The play is over when either a flag is removed, the ball-carrier goes out of bounds, or a forward pass hits the ground.

The team on offence has four attempts - known as downs - to go from their own five-yard line to halfway. If successful, they have another four downs to reach the endzone and score a touchdown. If unsuccessful on either count, the ball is turned over to the opposition who start on their own five-yard line.

After a touchdown, worth six points, teams go for an extra point - by running or passing - from the five-yard line, or two extra points from the 10-yard line.

If the scores are tied after 40 minutes, sudden-death overtime begins with the first team to score taking victory.",What is the size of a flag football pitch and how many players are on each team?,4,"A standard flag football pitch is typically around 60 yards long and 30 yards wide. Each team usually consists of 5 to 7 players, but the exact number may vary depending on league rules and age group."
flagfootball,"Flag Football and the Olympics

Flag football will make its Olympic debut at Los Angeles 2028.",When will flag football make its Olympic debut?,5,2028
flagfootball,"Best Flag Football players to watch

The United States is the pre-eminent nation in flag football. They have won the last four men's titles at the World Championship and took gold at the 2022 World Games led by quarterback Darrell 'Housh' Doucette.

Team USA's women are the two-time reigning world champions although they were well beaten by Mexico in the final of the 2022 World Games. Diana Flores is Mexico's quarterback and captain and appeared in a commercial during the 2023 Super Bowl recognising women's participation in sport where she evaded a number of people trying to take a flag from her waist.

Mexico has emerged as the biggest threat to their North American neighbours' dominance in recent years with their women's side defeating Team USA in the final of the 2022 World Games. The men's final saw USA get the better of Italy. Canada's women and Austria's men are also regular contenders in global competitions.",Who is the quarterback and captain of the Mexico women's flag football team?,1,Alejandra Olvera
basketball,"Basketball was invented by James W. Naismith to keep his students fit during the winter. In December 1891, the physical education teacher at the YMCA International Training School in Springfield, USA sought a suitable indoor sport for his students, and plenty of the rules for the game he created still apply today. The first international games were played in the 1920s, and the first world championships took place in the 1950s.",Why did James W. Naismith invent basketball in December 1891?,5,"James W. Naismith invented basketball in December 1891 as a way to keep his students at the International YMCA Training School in Springfield, Massachusetts, active during the winter months. He wanted to create a game that would be engaging, encourage teamwork, and require skillful coordination."
basketball,"Brief Overview of the Rules

Basketball is a sport played by two opposing teams of five players on a rectangular indoor court. Players use their hands to control the ball and score points by shooting the ball through a hoop suspended 3.05m (10 feet) above the ground. Olympic basketball games are divided into four 10-minute quarters. Players switch between offence and defence and must demonstrate endurance, agility, power, and, of course, a great deal of skill on the court.",What is the height of the hoop in basketball games?,5,10 feet
basketball,"Olympic History

Basketball first featured at the Olympic Games as a demonstration sport at the St. Louis 1904 Olympic Games, when the competition counted as an event of the American basketball championship (consequently, only American teams took part). Basketball became an official Olympic sport at the Berlin 1936 Olympic Games. Women’s basketball was included on the Olympic programme for the first time 40 years later at the Montreal 1976 Olympic Games.

Historically, the United States has been particularly dominant in the sport it invented, with the men’s team bringing home Olympic gold at every Games apart from the 1972, 1980, 1988 and 2004 editions, and the women’s team winning gold at every Games since 1984 (with the exception of Barcelona '92, when they won bronze). The USA made its mark at the Barcelona 1992 Olympics with its ‘Dream Team’ of NBA players who came away with the gold medal after winning each of their games by an average of 40 points.",What was the significance of the USA's 'Dream Team' at the Barcelona 1992 Olympics in the history of basketball at the Olympic Games?,5,"The significance of the USA's 'Dream Team' at the Barcelona 1992 Olympics was that it was the first time professional basketball players were allowed to compete in the Olympics, leading to the team being composed of some of the greatest basketball players of all time, including Michael Jordan, Magic Johnson, and Larry Bird. This team dominated the competition and showcased the skill level of American basketball to the world, leading to increased popularity and global recognition of the sport. Their performances set a new standard for excellence in Olympic basketball and influenced the future participation of NBA players in the Games."
squash,"Squash is a racket sport usually played by two people on a rectangular court enclosed by four walls. The floor is made of hardwood with walls in professional competition constructed from safety glass to enable spectators to watch the action.

Squash balls are made of rubber and tend to have little bounce. They need to be warmed up by being repeatedly hit against walls before the match.",What material are the walls typically made of in professional squash competitions?,4,"The walls in professional squash competitions are typically made of a combination of wood, glass, or composite materials."
squash,"By whom, where and when was Squash invented?

Squash was derived from the game of racquets - itself a descendant of tennis - played in the 18th century in London prisons where players hit balls with rackets against a wall or in a corner to bring a sidewall into operation.

In the mid-19th century, following the advent of the vulcanisation of rubber, students at English boys’ boarding school Harrow replaced the hard racquets ball with a larger, hollow rubber ball which travelled slower.

Originally called 'baby racquets', a Harrow School election resulted in the name change to squash with graduates starting the spread of the sport beyond its public school origins.","When did students at English boys' boarding school Harrow replace the hard racquets ball with a larger, hollow rubber ball?",5,"It is believed that students at Harrow began using a larger, hollow rubber ball around the mid-19th century (around the 1850s or 1860s)."
squash,"What are the rules of Squash?

On the front wall of a squash court, there are three lines - the tin 43cm off the ground, the service line at a height of 1.78m, and the out line at 4.57m which slopes down on the side walls to 2.13m on the back wall.

At the start of a point, the server must serve from one of the two service boxes on the floor and strike the ball between the service line and the out line.

After that, all subsequent shots can be struck off any wall provided it hits the front wall between the tin and the out line before hitting the ground. The ball is only permitted to bounce once on the floor.

The winner of a rally receives a point and the next serve. The first player to 11 points - by two clear points - wins a game. The first player to three games takes the match.",What are the requirements for a serve in a game of squash?,5,The requirements for a serve in a game of squash include hitting the ball into the opposite front wall above the service line and between the out-of-court lines without hitting the floor first. The serve must also land in the opposite service box on the floor.
squash,"Squash and the Olympics

Squash has never previously appeared at the Olympic Games although it was a demonstration sport at the Buenos Aires 2018 Youth Olympic Games.",In what year was squash featured as a demonstration sport in the Youth Olympic Games in Buenos Aires?,5,Squash was featured as a demonstration sport in the Youth Olympic Games in Buenos Aires in 2018.
squash,"Best Squash players to watch

Egypt has dominated squash in recent years with Nour El Sherbini claiming seven women's world titles in the last eight years to leave her one beind the record held by Malaysia's Nicol David. El Sherbini has defeated compatriot Nouran Gohar in the last three world finals.

Six of the last seven men's world finals have been all-Egyptian affairs with Ali Farag winning four of them. Peru's Diego Elias is currently the biggest threat to the Egyptian stranglehold.",Who is the current biggest threat to Egypt's dominance in squash?,4,"As of my last update, the current biggest threat to Egypt's dominance in squash is Ali Farag from Egypt."
taekwondo,"Taekwondo, which translates to “the art of kicking and punching”, is a martial art with roots dating back to the Three Kingdoms Period of Ancient Korea (c. 57 BC to 668 AD) when Silla Dynasty warriors began to develop a martial art known as taekkyon (""foot-hand""). During the early 20th century, taekwondo become the dominant martial art form practiced in Korea. The sport then went international and in 1973 the World Taekwondo Federation (now known as World Taekwondo) was founded. That same year, the first taekwondo world championships were held in Seoul.",What is the name of the martial art that originated in Korea during the Three Kingdoms Period and became internationally practiced in the 20th century?,5,Taekwondo
taekwondo,"Brief Overview of the Rules

The aim of taekwondo is for an athlete to kick and punch their opponent while avoiding being struck themselves. The trademark of this martial art is its combination of kicking and punching movements in quick succession. Matches are fought on an octagonal mat for three rounds of two minutes each. Points are awarded according to the degree of difficulty of techniques used; for example, a kick to the head scores higher than punches and kicks to the trunk. Spinning kicks are also rewarded with extra points. Penalties may be given to athletes for various faults.",How are points awarded in a taekwondo match?,5,"Points in a taekwondo match are awarded by judges based on successful kicks and punches to specific areas of the opponent's body. Different techniques are worth different point values, with more difficult or powerful moves scoring higher points."
taekwondo,"Olympic History

Taekwondo’s first Olympic appearance came at the Seoul 1988 Olympic Games, when it was contested as a demonstration event. It appeared again as a demonstration sport at the Barcelona Games in 1992 but was absent from the Olympic programme at Atlanta 1996. However, four years later, taekwondo reappeared as a full medal sport at the Sydney 2000 Games, where events for men and women were held. Taekwondo has been a part of the Olympic programme ever since.

While taekwondo competitions were previously dominated by athletes representing the Republic of Korea, this is no longer the case. For example, at London 2012, gold medals were awarded to athletes from eight different nations.

Some nations have even made history by winning their first Olympic medals through taekwondo—including Vietnam in 2000, Afghanistan in 2008, Gabon in 2012, and Niger and Jordan in 2016—or their first-ever female Olympic medals, including the Islamic Republic of Iran and Côte d’Ivoire, also in 2016.",When did taekwondo first appear as a full medal sport at the Olympic Games?,5,Taekwondo first appeared as a full medal sport at the Olympic Games in the year 2000.
badminton,"Badminton is a racket sport whose exact origins are still a tantalising mystery. It evolved from the older games of battledore and shuttlecock, which were popular pastimes in Europe—particularly among the more affluent classes. However, it is unknown exactly when battledore and shuttlecock transformed into the competitive sport of badminton. One plausible theory is that badminton was first played at the stately home of the Duke of Beaufort in Gloucestershire sometime in the early 1860s and was thus named after his estate: Badminton House. The game travelled to India where it became a popular sport in military cantonments, and gradually spread across the British colonies and then to Europe and East Asia. Today, badminton is a global sport with widespread appeal among people of all ages and abilities.",What is one theory regarding the origins of the sport of badminton and how it got its name?,5,"One theory regarding the origins of the sport of badminton is that it was developed in India during the 18th century as a grown-up version of a children's game called ""battledore and shuttlecock."" The game was called ""Poona"" in India, named after the city where it was particularly popular. The game eventually made its way to England, where it was played at a country estate called Badminton House, leading to its name of badminton."
badminton,"Brief Overview of the Rules

Badminton is a racket sport played indoors by two opposing players (singles) or two pairs (doubles), who take positions on opposite halves of a court divided by a net. Players use a shuttlecock (a projectile with a crown of feathers in a conical shape) during a rally, with the aim of trying to land it on the surface of their opponents' court or forcing their opponents to make an error. A point is won/lost every serve in the game. Players must win two games of 21 points to win the match (best of three).",How many points are required to win each game in badminton?,5,"In standard badminton games, a player or team needs to reach 21 points to win."
badminton,"Olympic History

Badminton made its Olympic debut as a demonstration sport at the 1972 Games in Munich, and was included as an exhibition sport at the Seoul 1988 Olympic Games; four years later badminton became an official part of the Olympic program at the 1992 Games in Barcelona with four medal categories: men’s and women’s singles, and men’s and women’s doubles.

Mixed doubles was added to the discipline at the following Games in Atlanta in 1996.

Athletes representing Asian nations have dominated the podium at the Games, accounting for 106 of the 121 badminton medals in Olympic history.

At Paris 2024, 172 athletes will compete in the badminton competition. The events of men’s and women's singles, men’s and women’s doubles, and mixed doubles will be contested across 10 days of competition with five gold, silver, and bronze medals awarded.",How many athletes will compete in the badminton competition at the Paris 2024 Olympic Games?,3,There will be a total of 172 athletes (86 men and 86 women) competing in the badminton competition at the Paris 2024 Olympic Games.
swimming,"The act of swimming dates to prehistoric times, but it wasn’t until the 19th century that it became widely practiced as a competitive sport. The National Swimming Society of Great Britain was formed in 1837 and began holding the first competitions. At the time, most swimmers used the breaststroke, or a form of it. A wider variety of strokes were later added to swimming events and now feature at the Olympic Games.",What stroke was most commonly used by swimmers in the 19th century?,4,The breaststroke was most commonly used by swimmers in the 19th century.
swimming,"Brief Overview of the Rules

At the Olympic Games, swimming events are held in a pool measuring 50 metres in length. The four strokes of Olympic swimming events—for both individual and relay races—are breaststroke, butterfly, backstroke and front crawl; the front crawl is predominantly used in freestyle races, and as such the term freestyle is often used as a synonym for front crawl. A fifth race, the mixed medley, involves all four strokes, with swimmers switching between them. The distances also vary, with different skills needed for a 50m race to a 1500m event. Explosivity, endurance, strength and technique are all essential qualities for swimmers.",What are the four strokes used in Olympic swimming events?,5,"The four strokes used in Olympic swimming events are freestyle, backstroke, breaststroke, and butterfly."
swimming,"Olympic History

Swimming has been present at every Olympic Games of the modern era. Although the first Olympic races took place in a natural environment (swimmers competed in the Bay of Zea at the Athens 1896 Olympic Games), since the 1908 Games in London the events have taken place in a pool, leading to the creation of the Fédération Internationale de Natation (FINA - now known as World Aquatics) that same year.

Freestyle events were the only ones contested at the Games in 1896, with dedicated breaststroke and backstroke competitions then added at the 1904 Olympics in St. Louis and butterfly following 52 years later at the Melbourne Games in 1956. Women’s swimming joined the Olympic programme in 1912 with two events, but today the events of the women’s and men’s swimming competitions at the Games are identical. Olympic swimming has been dominated by athletes representing the United States, who have won over 250 gold medals.",In what year were butterfly events first added to Olympic swimming competitions?,4,Butterfly events were first added to Olympic swimming competitions in the year 1956.
wrestling,"Wrestling is one of the oldest sports in human history—if not the oldest. Multiple sculptures, reliefs and cave drawings—some of which date to around 15,000 years ago—show wrestlers using various holds that are still used in the present-day sport. Wrestling was a key part of the ancient Olympic Games, where it was first contested in 708 BCE. Wrestling matches were organised as its own event in two disciplines (‘upright’ and ‘ground’ wrestling) and as part of the pentathlon.

Modern wrestling consists of two separate disciplines: Greco-Roman wrestling, a wrestling style based on the ancient sport, and freestyle wrestling, a more modern format.",What are the two separate disciplines of modern wrestling?,5,Greco-Roman and freestyle wrestling.
wrestling,"Brief Overview of the Rules

There are two Olympic wrestling disciplines, each with its own rules. In Greco-Roman wrestling, a competitor can only use his arms and upper body to attack his opponent above the waist. Freestyle wrestling is a much more open form of the sport in which competitors also use their legs and can hold opponents above or below the waist.

However, the objective is the same in both styles. Contested on a circular combat area, a bout consists of two three-minute periods. Wrestlers must either use their bare hands to pin their opponent’s two shoulders down to the mat without holding them by their singlet (this is called a ‘fall’) or, if no fall is secured during the bout, have the most points at the end of regulation time by performing takedown and reversal moves.",What are the two Olympic wrestling disciplines and how do the rules differ between them?,5,"The two Olympic wrestling disciplines are freestyle wrestling and Greco-Roman wrestling. 

In freestyle wrestling, wrestlers are allowed to use their arms and legs to attack and defend, allowing for more varied techniques such as takedowns and leg attacks. In Greco-Roman wrestling, wrestlers are only allowed to use their upper body to attack and defend, meaning they cannot attack or grab their opponent's legs. This makes Greco-Roman wrestling more focused on throws and body locks."
wrestling,"Olympic History

Greco-Roman wrestling has been a blue-ribbon Olympic event ever since the first modern Games were held in Athens in 1896. It became a permanent fixture on the Olympic programme in 1908. Freestyle wrestling made its debut a few years later at the St. Louis 1904 Games and has featured on the Olympic programme ever since the Antwerp 1920 Games. Women’s freestyle wrestling has been on the Olympic programme since the Athens 2004 Games.

Athletes representing the Soviet Union have won 116 medals at the Games, including 62 golds. Team USA athletes have secured 142 medals (57 golds). Japan is the most successful nation in women’s wrestling at the Games, winning 15 out of a possible 24 gold medals.",When did women's freestyle wrestling debut on the Olympic programme?,5,Women's freestyle wrestling debuted on the Olympic programme in the 2004 Athens Games.
sailing,"International sailing races began in 1851 when members of the New York Yacht Club decided to take part in a competition in England. To compete, they built a 101‑foot schooner named America, sailed to England and won a trophy called the Hundred Guineas Cup. The trophy was then renamed The America’s Cup in memory of this first international sailing competition.",What was the name of the 101-foot schooner built by members of the New York Yacht Club to compete in the first international sailing competition in 1851?,5,America
